query_id,query,rank,score,event_id,title,venue_name,address,city,date_range,first_timing_begin,last_timing_begin,conditions,registration_url,origin_agenda,chunk_id,chunk_index,chunk_text_length,chunk_preview
q006,Je cherche une pièce de théâtre ou un spectacle à Paris,6,0.417164862,91576748,NOS ASSEMBLÉES,Théâtre Silvia Monfort,106 rue Brancion 75015 Paris,Paris,2025-12-02T20:00:00.000+01:00 → 2025-12-13T20:00:00.000+01:00,2025-12-02T20:00:00.000+01:00,2025-12-13T20:00:00.000+01:00,,,,91576748::chunk_1,1,850,". Nous avons plongé dans des pensées alternatives fortes, des formes nouvelles de démocratie délibérative et de participation citoyenne. Chemin faisant, nous avons été frappés par la concomitance du désir de participation citoyenne et la multiplication des projets théâtraux dits participatifs, comme si de l’assemblée politique à l’assemblée théâ..."
q006,Je cherche une pièce de théâtre ou un spectacle à Paris,7,0.418810993,59470126,Sleep Stream,"Théâtre La Reine Blanche, scène des arts et des sciences","2 bis passage ruelle, 75018 PARIS",Paris,2026-01-27T21:00:00.000+01:00 → 2026-02-14T20:00:00.000+01:00,2026-01-27T21:00:00.000+01:00,2026-02-14T20:00:00.000+01:00,,,,59470126::chunk_1,1,172,". Dates: 27 janvier - 14 février Conditions: Sur réservation Lieu: Théâtre La Reine Blanche, scène des arts et des sciences, 2 bis passage ruelle, 75018 PARIS, 75018, Paris"
q007,Je cherche un événement culturel gratuit à Paris,1,0.440070301,58666694,Quand le musée s’anime à la nuit tombée : une soirée de découvertes guidées par les talents de demain,Cité de l'Économie,1 place du Général Catroux 75017 Paris,Paris,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,,https://www.citeco.fr/agenda/nuit-europeenne-des-musees,,58666694::chunk_1,1,574,". Dans des **débats théâtralisés**, ils s’affrontent à travers leurs idées et théories. Saurez-vous les départager ? Une **soirée vivante** et **participative**, entre **patrimoine**, **médiation** et exploration des **idées économiques.** L’exposition permanente est **accessible gratuitement toute la soirée.** Vous pourrez également profiter d'..."
q007,Je cherche un événement culturel gratuit à Paris,2,0.443492234,4838477,Un après-midi musical au sein des collections de la Cité de l'architecture,Cité de l'architecture et du patrimoine,"1 Pl. du Trocadéro et du 11 Novembre, 75116 Paris",Paris,2025-06-21T15:30:00.000+02:00,2025-06-21T15:30:00.000+02:00,2025-06-21T15:30:00.000+02:00,,,,4838477::chunk_1,1,807,". Profitez également de la gratuité de la Cité toute la journée pour découvrir l'ensemble des collections permanentes. 15h30 – Galerie des moulages Le Paradis des Anches Anaïde Apelian, clarinette Joana Soares, hautbois Camille Rocher, basson Programme : Ibert, Tansman, Beethoven, Pierné, Flégier 16h30 – Galerie d'architecture moderne et contemp..."
q007,Je cherche un événement culturel gratuit à Paris,3,0.44726938,49959163,Visite libre du Musée du quai Branly - Jacques Chirac,Musée du Quai Branly - Jacques Chirac,"37 quai Branly, 75007 Paris, France",Paris,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,,,,49959163::chunk_1,1,960,". Entre les expositions _Africa Fashion_ et _Plumes du Paradis_, les collections permanentes et le toit terrasse du musée, vivez une expérience unique mêlant musique, contes, visites insolites et moments conviviaux… le tout gratuitement ! ### [Programme complet](https://www.quaibranly.fr/fr/expositions-evenements/au-musee/spectacles-fetes-et-eve..."
q007,Je cherche un événement culturel gratuit à Paris,4,0.449419737,27578003,Concert Gratuit – Musique du Monde aux Couleurs du Sénégal,Résidence Villiot,13-19 rue Villiot 75012 Paris,Paris,2025-06-21T18:00:00.000+02:00 → 2025-06-21T22:00:00.000+02:00,2025-06-21T18:00:00.000+02:00,2025-06-21T22:00:00.000+02:00,,,,27578003::chunk_0,0,771,"Titre: Concert Gratuit – Musique du Monde aux Couleurs du Sénégal Description: Fête de la musique 2025 Description détaillée: Venez vibrer au rythme du monde ! Nous vous invitons à un concert gratuit placé sous le signe du partage et de la diversité musicale, avec un coup de projecteur sur les influences sénégalaises. Percussions envoûtantes, mé..."
q007,Je cherche un événement culturel gratuit à Paris,5,0.451668024,85846660,Running architecture,Métro Jussieu,11 rue Guy de la Brosse 75005 Paris,Paris,2025-10-18T08:45:00.000+02:00,2025-10-18T08:45:00.000+02:00,2025-10-18T08:45:00.000+02:00,,https://www.architectes-idf.org/jna-running-architecture,,85846660::chunk_1,1,923,". **Un fil rouge : observer, comprendre et raconter la ville autrement, dans une approche vivante et sensible de l’architecture.** Instructif sans être professoral, récréatif sans être banal, ce moment se veut autant une **invitation à la découverte de l'architecture qui nous entoure.** **Attention :** _cet événement est une activité conviviale..."
q007,Je cherche un événement culturel gratuit à Paris,6,0.454203963,26926496,Nocturne gratuite et exceptionnelle aux Etincelles du Palais de la découverte,Étincelles du Palais de la découverte,186 rue Saint-Charles 75015 Paris,Paris,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,,,,26926496::chunk_0,0,609,"Titre: Nocturne gratuite et exceptionnelle aux Etincelles du Palais de la découverte Description: Visite libre Description détaillée: Les Étincelles du Palais de la découverte vous ouvrent leurs portes gratuitement ! Pendant cette soirée, participez à des exposés interactifs, vibrez au rythme de démonstrations spectaculaires et rencontrez des ch..."
q007,Je cherche un événement culturel gratuit à Paris,7,0.456165284,73317570,Nocturne gratuite et exceptionnelle,Cité des sciences et de l’industrie,"30 avenue Corentin Cariou, 75019 Paris, France",Paris,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,,,,73317570::chunk_0,0,508,"Titre: Nocturne gratuite et exceptionnelle Description: Visite libre Description détaillée: La Cité des sciences et de l'industrie participe à la 22e édition de la Nuit européenne des musées ! Pendant cette soirée, profitez gratuitement des expositions temporaires et permanentes, de la Cité des enfants 5-10 ans, des médiations scientifiques et d..."
q007,Je cherche un événement culturel gratuit à Paris,8,0.458178818,28187269,Chaillot Colo #30,Palais de Chaillot,"1 Place du Trocadéro et du Onze Novembre, 75016 Paris, France",Paris,2025-07-14T17:00:00.000+02:00 → 2025-07-19T09:00:00.000+02:00,2025-07-14T17:00:00.000+02:00,2025-07-19T09:00:00.000+02:00,,,,28187269::chunk_1,1,881,". Ces enjeux sont les mêmes que ceux des sportifs de haut niveau et de l’extrême, artistes de danse ou des arts du cirque. Cette Chaillot Colo sera l’occasion de jumeler durant toute la semaine la pratique artistique avec des activités ludiques et culturelles dans Paris. Le mardi 15 juillet, le groupe visitera la capitale en bateau avec les Vede..."
q008,Je cherche un événement avec inscription ou réservation à Paris,1,0.394309282,85846660,Running architecture,Métro Jussieu,11 rue Guy de la Brosse 75005 Paris,Paris,2025-10-18T08:45:00.000+02:00,2025-10-18T08:45:00.000+02:00,2025-10-18T08:45:00.000+02:00,,https://www.architectes-idf.org/jna-running-architecture,,85846660::chunk_1,1,923,". **Un fil rouge : observer, comprendre et raconter la ville autrement, dans une approche vivante et sensible de l’architecture.** Instructif sans être professoral, récréatif sans être banal, ce moment se veut autant une **invitation à la découverte de l'architecture qui nous entoure.** **Attention :** _cet événement est une activité conviviale..."
q008,Je cherche un événement avec inscription ou réservation à Paris,2,0.406321198,55991549,Ateliers Kapla autour de l'architecture,Les Récollets,148 rue du Faubourg Saint-Martin 75010 Paris,Paris,2025-10-18T10:30:00.000+02:00 → 2025-10-18T14:00:00.000+02:00,2025-10-18T10:30:00.000+02:00,2025-10-18T14:00:00.000+02:00,,https://my.weezevent.com/journees-nationales-de-larchitecture,,55991549::chunk_1,1,274,". N'hésitez pas à prévoir un goûter pour vos enfants car il n'y aura pas de nourriture sur place. Dates: Samedi 18 octobre 2025, 10h30, 14h00 Conditions: Entrée gratuite, inscription obligatoire Lieu: Les Récollets, 148 rue du Faubourg Saint-Martin 75010 Paris, 75010, Paris"
q008,Je cherche un événement avec inscription ou réservation à Paris,3,0.419790238,3149383,Ensemble 2E2M : Danses en-jeu(x),CRR de Paris - Auditorium Marcel Landowski,"14 rue de Madrid, 75008 Paris",Paris,2026-03-16T19:00:00.000+01:00 → 2026-03-17T19:00:00.000+01:00,2026-03-16T19:00:00.000+01:00,2026-03-17T19:00:00.000+01:00,,https://www.ensemble2e2m.fr/crr-de-paris/,,3149383::chunk_5,5,845,", 75008 Paris 🎫 Entrée gratuite sur réservation 🔗 Infos : [https://www.ensemble2e2m.fr/crr-de-paris/](https://www.ensemble2e2m.fr/crr-de-paris/) 🔗 [Billetterie en ligne](https://my.weezevent.com/billeterie-invites-danse-en-jeu?_gl=1*1lryvn1*_gcl_au*MjAwNzA5NDE1MS4xNzcxODUwMzkwLjEwNTc3OTIwNzMuMTc3MTg1NjUzOC4xNzcxODU2NTM3*_ga*MjU1NTQ3NzE4LjE3NzE4N..."
q008,Je cherche un événement avec inscription ou réservation à Paris,4,0.419859409,11826717,"Atelier de création Pop-Up ""Architectures du quotidien : dessins et découpages en volume""",Les Récollets,148 rue du Faubourg Saint-Martin 75010 Paris,Paris,2025-10-18T10:30:00.000+02:00 → 2025-10-18T14:00:00.000+02:00,2025-10-18T10:30:00.000+02:00,2025-10-18T14:00:00.000+02:00,,https://my.weezevent.com/journees-nationales-de-larchitecture-ateliers-pop-up-autour-de-larchitecture,,11826717::chunk_1,1,496,". N'hésitez pas à prévoir un goûter pour vos enfants car il n'y aura pas de nourriture sur place. **Animatrice :** Ingrid Monchy, accompagnée de Johannie Bouffier Hartmann, architecte conseillère ordinale et Hélène de Gassart, architecte et conseillère ordinale **Deux sessions proposées :** de 10h30 à 12h30 et de 14h à 16h30 Dates: Samedi 18 oct..."
q008,Je cherche un événement avec inscription ou réservation à Paris,5,0.424364865,93287274,L'armée de l'air et de l'espace fête la musique,"Pont de l'Alma, Port de la Conférence, 75008 Paris","Pont de l'Alma, 75008 Paris",Paris,2025-06-21T17:30:00.000+02:00,2025-06-21T17:30:00.000+02:00,2025-06-21T17:30:00.000+02:00,,,,93287274::chunk_1,1,246,". Une soirée mémorable vous attend, où musique et navigation se rencontrent pour créer un spectacle inoubliable. Dates: Samedi 21 juin 2025, 17h30 Lieu: Pont de l'Alma, Port de la Conférence, 75008 Paris, Pont de l'Alma, 75008 Paris, 75007, Paris"
q008,Je cherche un événement avec inscription ou réservation à Paris,6,0.424913466,67657008,Tèmpi Tèmtoa,MAIRIE DU 9ème arrondissement,"6 rue Drouot, 75009 PARIS",Paris,2025-09-07T10:00:00.000+02:00 → 2025-09-07T16:00:00.000+02:00,2025-09-07T10:00:00.000+02:00,2025-09-07T16:00:00.000+02:00,,,,67657008::chunk_3,3,168,". Dates: Dimanche 7 septembre 2025, 10h00, 11h15, 16h00 Conditions: Gratuit sur réservation Lieu: MAIRIE DU 9ème arrondissement, 6 rue Drouot, 75009 PARIS, 75009, Paris"
q008,Je cherche un événement avec inscription ou réservation à Paris,7,0.425536424,50909240,Old can do it !,19|46,19 Cité Voltaire 75011,Paris,2025-06-21T10:00:00.000+02:00 → 2025-06-22T00:30:00.000+02:00,2025-06-21T10:00:00.000+02:00,2025-06-22T00:30:00.000+02:00,,,,50909240::chunk_2,2,208,", 75011 Paris / Au fond de l'impasse ! 🕕 De 10h à 1h 💥 Une fête populaire, engagée, et inclusive Cette journée est aussi un acte de soutien pour défendre le droit aux vacances pour les personnes âgées isolées"
q008,Je cherche un événement avec inscription ou réservation à Paris,8,0.428017259,36580942,Découvrez les mystères de la police scientifique !,Musée de la préfecture de police,4 rue de la Montagne Sainte-Geneviève 75005 Paris,Paris,2026-05-23T20:00:00.000+02:00,2026-05-23T20:00:00.000+02:00,2026-05-23T20:00:00.000+02:00,,https://www.smartagenda.fr/pro/prefecture-de-police-musee/rendez-vous/,,36580942::chunk_1,1,201,". Dates: Samedi 23 mai, 20h00 Conditions: Gratuit, Réservation obligatoire, limité à 45 personnes Lieu: Musée de la préfecture de police, 4 rue de la Montagne Sainte-Geneviève 75005 Paris, 75005, Paris"
q009,Je cherche une visite guidée culturelle à Paris,1,0.439949065,48797063,Les visites guidées du Palais de la Porte Dorée,"Palais de la Porte Dorée – Musée de l’histoire de l’immigration, Aquarium Tropical","293 Avenue Daumesnil, 75012 Paris, France",Paris,2025-09-20T10:00:00.000+02:00 → 2025-09-21T10:00:00.000+02:00,2025-09-20T10:00:00.000+02:00,2025-09-21T10:00:00.000+02:00,,https://passculture.app/offre/341173212,,48797063::chunk_2,2,915,". De la façade sculptée à l’ancienne salle des fêtes, en passant par la maquette de l’Exposition coloniale de 1931 et les salons d’apparat, partez à la découverte de ce lieu artistique et historique unique. **Durée : 1h - Samedi 20 septembre à 15h30** ### JOSEPHA, MODELE NOIR DES ANNEES 1930 **VISITE GUIDÉE** Qui est Josepha, ce modèle qui a pos..."
q009,Je cherche une visite guidée culturelle à Paris,2,0.447956681,60252740,Visites guidées : Cecilia Edefalk. August a dit !,Institut suédois,"11 Rue Payenne, 75003 Paris, France",Paris,2026-05-23T18:30:00.000+02:00,2026-05-23T18:30:00.000+02:00,2026-05-23T18:30:00.000+02:00,,,,60252740::chunk_1,1,387,". Sa pratique mêle souvenirs, visions, motifs hérités de l’histoire de l’art et éléments de la nature. Des visites guidées d'une vingtaine de minutes vous sont proposées de 18h30 à 22h selon le rythme suivant : 18h30 // 19h30 // 20h30 // 21h30 Dates: Samedi 23 mai, 18h30 Conditions: Entrée libre sans réservation Lieu: Institut suédois, 11 Rue Pa..."
q009,Je cherche une visite guidée culturelle à Paris,3,0.451378703,40101603,Au cœur du Paris des francs-maçons,Musée de la Franc-Maçonnerie,"16 rue Cadet, 75009 Paris, France",Paris,2026-05-23T19:00:00.000+02:00,2026-05-23T19:00:00.000+02:00,2026-05-23T19:00:00.000+02:00,,,,40101603::chunk_0,0,804,"Titre: Au cœur du Paris des francs-maçons Description: Visite guidée « Au cœur du Paris des francs-maçons » Description détaillée: Ce samedi soir, venez rencontrer des francs-maçons ! Ils vous ouvrent leurs portes. Partez avec eux à la découverte des temples maçonniques et du musée, chargés de symboles et d'histoire. Toute la soirée vous pourrez..."
q009,Je cherche une visite guidée culturelle à Paris,4,0.45292747,65183468,"Visite guidée ""IMArchitecture : parcours architectural à travers le bâtiment de l'Institut du monde arabe""",Institut du monde arabe,"1 Rue des Fossés Saint-Bernard, 75005 Paris, France",Paris,2025-09-20T11:00:00.000+02:00 → 2025-09-21T15:00:00.000+02:00,2025-09-20T11:00:00.000+02:00,2025-09-21T15:00:00.000+02:00,,https://billetterie.imarabe.org/selection/timeslotpass?productId=10229441931687&gtmStepTracking=true,,65183468::chunk_0,0,768,"Titre: Visite guidée ""IMArchitecture : parcours architectural à travers le bâtiment de l'Institut du monde arabe"" Description: Visite commentée architecture Description détaillée: **Dans le cadre de la thématique ""Patrimoine architectural"", découvrez le bâtiment de l'Institut du monde arabe, patrimoine de l'architecture contemporaine, conçu par..."
q009,Je cherche une visite guidée culturelle à Paris,5,0.454259664,85583548,Visite guidée de l'école d'architecture,ENSA de Paris-La Villette,"144 Av. de Flandre , 75019 Paris , France",Paris,2025-10-17T11:00:00.000+02:00,2025-10-17T11:00:00.000+02:00,2025-10-17T11:00:00.000+02:00,,,,85583548::chunk_0,0,950,"Titre: Visite guidée de l'école d'architecture Description: L'École nationale supérieure d'architecture de Paris-la Villette, partenaire du programme [Égalité des Chances en école d'architecture de la Fondation Culture & accueille des élèves de première et de… Description détaillée: L'École nationale supérieure d'architecture de Paris-la Villett..."
q009,Je cherche une visite guidée culturelle à Paris,6,0.454348862,18900925,La bibliothèque historique des Archives nationales,Archives nationales - Site de Paris,"60 Rue des Francs Bourgeois, 75003 Paris, France",Paris,2026-05-23T21:00:00.000+02:00 → 2026-05-23T23:00:00.000+02:00,2026-05-23T21:00:00.000+02:00,2026-05-23T23:00:00.000+02:00,,,,18900925::chunk_1,1,750,". Départs des visites guidées : 21h00, 22h00 et 23h00. Retrait des tickets dans la cour d’honneur de l’Hôtel de Soubise, 30 mn avant le départ choisi. \* _partenaire de l'exposition ""Le testament de Napoléon Ier""_ Pour en savoir plus sur la bibliothèque historique des Archives nationales : [https://www.archives-nationales.culture.gouv.fr/decouvr..."
q009,Je cherche une visite guidée culturelle à Paris,7,0.458256125,58010661,Visites guidées : Un monde nouveau. Révolutions artistiques et sociétales au 18e siècle,Institut suédois,"11 Rue Payenne, 75003 Paris, France",Paris,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,,,,58010661::chunk_0,0,987,"Titre: Visites guidées : Un monde nouveau. Révolutions artistiques et sociétales au 18e siècle Description: Visites commentée ""Un monde nouveau. Révolutions artistiques et sociétales au 18e siècle"" Description détaillée: Comme chaque année, la Nuit des musées offre l'occasion d'explorer tout ce qui se passe entre les murs de l'Institut suédois...."
q009,Je cherche une visite guidée culturelle à Paris,8,0.458299249,11468948,Visites guidées à la lampe torche - Architecturale,La Monnaie de Paris,"11 Quai de Conti, 75006 Paris, France",Paris,2026-05-23T19:00:00.000+02:00,2026-05-23T19:00:00.000+02:00,2026-05-23T19:00:00.000+02:00,,,,11468948::chunk_0,0,812,Titre: Visites guidées à la lampe torche - Architecturale Description: Visite commentée à la lampe torche de l'Hôtel de la Monnaie Description détaillée: **Un hôtel ? Un palais ? Une usine ou un musée ? Pas de panique ! Suivez le guide qui vous révélera les mille et une facettes architecturales de ce bâtiment énigmatique à la lueur d’une lampe t...
q010,Propose-moi trois sorties culturelles à Paris avec les lieux et les dates,1,0.342960954,10809633,"Concours ""Dis-moi dix mots pour un monde inclusif""",Ministère de la Culture,"3 rue de Valois, 75001 Paris",Paris,2026-02-13T08:00:00.000+01:00,2026-02-13T08:00:00.000+01:00,2026-02-13T08:00:00.000+01:00,,,,10809633::chunk_1,1,188,". Envoi des participations jusqu'au 13/02 Plus d'infos sur le site dismoidixmots Dates: Vendredi 13 février, 08h00 Lieu: Ministère de la Culture, 3 rue de Valois, 75001 Paris, 75001, Paris"
q010,Propose-moi trois sorties culturelles à Paris avec les lieux et les dates,2,0.35573101,82484329,"Concours ""Dis-moi dix mots des nouvelles plurilingues""",Ministère de la Culture,"3 rue de Valois, 75001 Paris",Paris,2026-03-21T18:00:00.000+01:00,2026-03-21T18:00:00.000+01:00,2026-03-21T18:00:00.000+01:00,,,,82484329::chunk_1,1,375,". Les textes sont à téléversés jusqu'au 15 février 2026, à minuit. Plus d'infos sur [https://dismoidixmots.culture.gouv.fr/actualites/concours-dis-moi-des-nouvelles-plurilingues](https://dismoidixmots.culture.gouv.fr/actualites/concours-dis-moi-des-nouvelles-plurilingues) Dates: Samedi 21 mars, 18h00 Lieu: Ministère de la Culture, 3 rue de Valoi..."
q010,Propose-moi trois sorties culturelles à Paris avec les lieux et les dates,3,0.364216924,58666694,Quand le musée s’anime à la nuit tombée : une soirée de découvertes guidées par les talents de demain,Cité de l'Économie,1 place du Général Catroux 75017 Paris,Paris,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,,https://www.citeco.fr/agenda/nuit-europeenne-des-musees,,58666694::chunk_1,1,574,". Dans des **débats théâtralisés**, ils s’affrontent à travers leurs idées et théories. Saurez-vous les départager ? Une **soirée vivante** et **participative**, entre **patrimoine**, **médiation** et exploration des **idées économiques.** L’exposition permanente est **accessible gratuitement toute la soirée.** Vous pourrez également profiter d'..."
q010,Propose-moi trois sorties culturelles à Paris avec les lieux et les dates,4,0.36633876,93559611,"Concours ""Dis-moi dix mots pour créer du lien""",Ministère de la Culture,"3 rue de Valois, 75001 Paris",Paris,2026-03-21T18:00:00.000+01:00,2026-03-21T18:00:00.000+01:00,2026-03-21T18:00:00.000+01:00,,,,93559611::chunk_1,1,410,". Car chaque voix et chaque récit contribuent à une mosaïque commune: celle d’une francophonie vivante, multiple, ouverte sur le monde. Envoyez vos nouvelles avant le 27/02/2026 à l’adresse suivante : dmdm\_[continuum@culture.gouv.fr](mailto:continuum@culture.gouv.fr) Plus d'infos sur le site dismoidixmots Dates: Samedi 21 mars, 18h00 Lieu: Mini..."
q010,Propose-moi trois sorties culturelles à Paris avec les lieux et les dates,5,0.372980833,50909240,Old can do it !,19|46,19 Cité Voltaire 75011,Paris,2025-06-21T10:00:00.000+02:00 → 2025-06-22T00:30:00.000+02:00,2025-06-21T10:00:00.000+02:00,2025-06-22T00:30:00.000+02:00,,,,50909240::chunk_3,3,330,". Ensemble, on casse les clichés sur l’âge, on valorise la créativité collective, on fait place à toutes les voix et toutes les différences. Venez faire la fête avec nous : une culture vivante est une culture partagée, accessible, joyeusement militante ! Dates: 21 et 22 juin 2025 Lieu: 19|46, 19 Cité Voltaire 75011, 75011, Paris"
q010,Propose-moi trois sorties culturelles à Paris avec les lieux et les dates,6,0.37313062,28187269,Chaillot Colo #30,Palais de Chaillot,"1 Place du Trocadéro et du Onze Novembre, 75016 Paris, France",Paris,2025-07-14T17:00:00.000+02:00 → 2025-07-19T09:00:00.000+02:00,2025-07-14T17:00:00.000+02:00,2025-07-19T09:00:00.000+02:00,,,,28187269::chunk_1,1,881,". Ces enjeux sont les mêmes que ceux des sportifs de haut niveau et de l’extrême, artistes de danse ou des arts du cirque. Cette Chaillot Colo sera l’occasion de jumeler durant toute la semaine la pratique artistique avec des activités ludiques et culturelles dans Paris. Le mardi 15 juillet, le groupe visitera la capitale en bateau avec les Vede..."
q010,Propose-moi trois sorties culturelles à Paris avec les lieux et les dates,7,0.374964118,48506855,Le Banquet,Théâtre de la Tempête,"Route Du Champ de Manoeuvre, 75012 Paris",Paris,2025-12-03T20:00:00.000+01:00 → 2025-12-21T16:00:00.000+01:00,2025-12-03T20:00:00.000+01:00,2025-12-21T16:00:00.000+01:00,,,,48506855::chunk_2,2,113,". Dates: 3 - 21 décembre 2025 Lieu: Théâtre de la Tempête, Route Du Champ de Manoeuvre, 75012 Paris, 75012, Paris"
q010,Propose-moi trois sorties culturelles à Paris avec les lieux et les dates,8,0.375608891,42205205,"Concours ""Dis-moi dix mots en FLAM""",Ministère de la Culture,"3 rue de Valois, 75001 Paris",Paris,2026-03-21T10:00:00.000+01:00 → 2026-03-21T18:00:00.000+01:00,2026-03-21T10:00:00.000+01:00,2026-03-21T18:00:00.000+01:00,,,,42205205::chunk_1,1,556,. A envoyer au formulaire de dépôt suivant : [https://forms.gle/zS1EXbvSdgTHnH4bA](https://forms.gle/zS1EXbvSdgTHnH4bA) Quelles catégories ? \-Maternelles (3-5 ans) \-Primaires (6-11 ans) \-Collégiens/Lycéens (12-18 ans) Envoi des production : du 27/11/2025 au 27/02/2026 Plus d'informations sur [https://dismoidixmots.culture.gouv.fr/actualites/d...
